latitude,longitude,address,city,zip,township,propertyclasscode,neighborhoodid,lasttransferred,sidewalks,value,ownerstate,ownerzip
39.849826,-86.130089,5312 NORWALDO AV,INDIANAPOLIS,46220,8,510,802074170,,N,146600,IN,46220
39.850969,-86.131601,5353 RALSTON AV,INDIANAPOLIS,46220,8,510,802074170,2/20/2018,N,154800,IN,46220
39.845875,-86.124301,5118 HILLSIDE AV,INDIANAPOLIS,46220,8,510,802066192,8/26/2014,N,130000,IN,46220
39.880727,-86.139073,1113 ISLAND WOODS DR,INDIANAPOLIS,46220,8,550,802472147,7/29/2008,N,202600,IN,46220
39.855715,-86.107981,3433 PERIWINKLE WA,INDIANAPOLIS,46220,8,510,818480100,6/30/2017,N,160600,IN,46220
39.857103,-86.10952,5651 MEAD DR,INDIANAPOLIS,46220,8,510,818380115,6/22/2010,N,160500,IN,46220
39.875944,-86.099102,3939 E 65TH ST,INDIANAPOLIS,46220,8,510,801769162,,N,526600,IN,46220
39.871023,-86.057033,6406 MACATUCK DR,INDIANAPOLIS,46220,4,510,435082150,5/3/2017,N,290100,IN,46220
39.877426,-86.056232,6605 EDEN ROC CREST,INDIANAPOLIS,46220,4,510,403582135,,N,309800,IN,46220
39.85628,-86.136068,5621 HAVERFORD AV,INDIANAPOLIS,46220,8,510,802178185,,N,180400,IN,46220
39.863172,-86.102214,5910 KESSLER RIDGE DR,INDIANAPOLIS,46220,8,510,801869130,12/11/2015,N,129900,IN,46220
39.861053,-86.104779,5818 N EWING ST,INDIANAPOLIS,46220,8,510,801875135,8/13/2015,N,125700,IN,46220
39.860739,-86.104975,5817 N EWING ST,INDIANAPOLIS,46220,8,510,801875135,,N,232800,IN,46220
39.875903,-86.091452,4760 E 65TH ST,INDIANAPOLIS,46220,8,501,813577135,7/13/2015,N,9400,IN,46220
39.850484,-86.122137,5350 N KEYSTONE AVE,INDIANAPOLIS,46220,8,454,8454300,2/4/2019,N,1128700,IN,46220
39.878289,-86.089725,6626 BARR WILL DR,INDIANAPOLIS,46220,8,510,801177133,5/7/2009,N,220100,IN,46220
39.854054,-86.136085,5532 HAVERFORD AV,INDIANAPOLIS,46220,8,510,802079190,,N,156100,IN,46220
39.872424,-86.084266,5015 E 64TH ST,INDIANAPOLIS,46220,8,511,801166130,,N,103000,IN,46220
39.874122,-86.09176,4747 E 64TH ST,INDIANAPOLIS,46220,8,511,801166130,,N,160200,IN,46220
39.865998,-86.096908,4118 E 61ST ST,INDIANAPOLIS,46220,8,510,801870150,,N,166700,IN,46220
39.865998,-86.096564,4125 E 61ST ST,INDIANAPOLIS,46220,8,510,801870150,6/4/2013,N,165300,IN,46220
39.864855,-86.096879,4122 VERA DR,INDIANAPOLIS,46220,8,510,801870150,1/2/2019,N,176000,IN,46220
39.848808,-86.127439,5241 EVANSTON AV,INDIANAPOLIS,46220,8,510,802074170,7/7/2014,N,131900,IN,46220
39.849679,-86.127444,5305 EVANSTON AV,INDIANAPOLIS,46220,8,510,802074170,2/3/2015,N,137300,IN,46220
39.878838,-86.128647,6723 CRITTENDEN AV,INDIANAPOLIS,46220,8,510,802278190,,N,77000,IN,46220
39.859064,-86.137819,1161 E 58TH ST,INDIANAPOLIS,46220,8,510,802174175,12/1/2011,N,263900,IN,46220
39.857964,-86.138893,1140 HAWKS LN,INDIANAPOLIS,46220,8,510,802174175,3/6/2018,N,257900,IN,46220
39.85903,-86.139958,5802 CARVEL AV,INDIANAPOLIS,46220,8,510,802174175,8/19/2011,N,299100,IN,46220
39.851793,-86.107307,5445 ALLISONVILLE RD,INDIANAPOLIS,46220,8,510,801971145,,N,149500,IN,46220
39.851179,-86.107823,5415 ALLISONVILLE RD,INDIANAPOLIS,46220,8,510,801971145,11/18/2008,N,159900,IN,46220
39.849951,-86.108851,5339 ALLISONVILLE RD,INDIANAPOLIS,46220,8,510,801971145,,N,111100,IN,46220
39.882113,-86.152414,7033 N WASHINGTON BL,INDIANAPOLIS,46220,8,510,801470150,5/29/2018,N,723700,IN,46220
39.875055,-86.143556,6536 FERGUSON ST,INDIANAPOLIS,46220,8,550,824572190,4/18/2012,N,294400,IN,46220
39.875081,-86.143556,6540 FERGUSON ST,INDIANAPOLIS,46220,8,550,824572190,12/2/2015,N,223500,IN,46220
39.856632,-86.117345,5645 N RURAL ST,INDIANAPOLIS,46220,8,510,802166150,7/8/2009,N,198300,IN,46220
39.857076,-86.115733,5706 N OXFORD ST,INDIANAPOLIS,46220,8,510,802166150,2/26/2015,N,173800,IN,46220
39.85995,-86.114081,5823 N PARKER AV,INDIANAPOLIS,46220,8,510,802166150,11/1/2017,N,272000,IN,46220
39.861238,-86.109331,5841 N LA SALLE ST,INDIANAPOLIS,46220,8,510,802166150,12/6/2016,N,239700,IN,46220
39.861308,-86.107898,5884 N OLNEY ST,INDIANAPOLIS,46220,8,510,802166150,7/20/2018,N,214500,IN,46220
39.87261,-86.137513,6369 OXBOW WA,INDIANAPOLIS,46220,8,510,802280174,,N,700500,IN,46220
39.872963,-86.138157,6386 OXBOW WA,INDIANAPOLIS,46220,8,510,802280174,8/21/2009,N,724700,IN,46220
39.872352,-86.137041,6356 OXBOW WA,INDIANAPOLIS,46220,8,510,802280174,,N,655900,IN,46220
39.872948,-86.138128,6385 OXBOW WA,INDIANAPOLIS,46220,8,500,802280174,11/8/2013,N,100500,IN,46220
39.876973,-86.136476,6570 DAWSON LAKE DR,INDIANAPOLIS,46220,8,510,802280174,8/19/2016,N,1155300,IN,46220
39.880086,-86.12025,2417 E 68TH ST,INDIANAPOLIS,46220,8,510,802274155,,N,132900,IN,46220
39.866982,-86.111174,6130 N DEARBORN ST,INDIANAPOLIS,46220,8,510,802169155,,N,183800,IN,46220
39.869835,-86.109369,6224 N TUXEDO ST,INDIANAPOLIS,46220,8,510,802274155,,N,208800,IN,46220
39.872119,-86.109326,6295 N TUXEDO ST,INDIANAPOLIS,46220,8,510,802274155,12/27/2011,N,261800,IN,46220
39.869957,-86.117432,6240 N RURAL ST,INDIANAPOLIS,46220,8,510,802271150,,N,182400,IN,46220
39.86417,-86.105502,6001 N EWING ST,INDIANAPOLIS,46220,8,510,801871160,11/23/2011,N,209200,IN,46220
39.863816,-86.15547,6024 GLADDEN DR,INDIANAPOLIS,46220,8,510,802467237,6/14/2013,N,284700,IN,46220
39.87714,-86.122898,2342 E 66TH ST,INDIANAPOLIS,46220,8,510,802278190,8/13/2012,N,145200,IN,46220
39.878153,-86.122851,2350 DURHAM DR,INDIANAPOLIS,46220,8,510,802278190,10/19/2017,N,161300,IN,46220
39.877449,-86.125083,2205 DURHAM DR,INDIANAPOLIS,46220,8,510,802278190,11/2/2017,N,179700,IN,46220
39.858736,-86.13742,5788 CRESTVIEW AV,INDIANAPOLIS,46220,8,510,802174175,2/12/2009,N,225400,IN,46220
39.859064,-86.138049,1156 E 58TH ST,INDIANAPOLIS,46220,8,510,802174175,,N,247800,IN,46220
39.868072,-86.114267,6180 N PARKER AV,INDIANAPOLIS,46220,8,511,802165145,,N,213700,IN,46220
39.873042,-86.054786,6410 AVALON LN E DR,INDIANAPOLIS,46220,4,510,435082150,,N,361300,IN,46220
39.878073,-86.116169,2728 CANTERBURY LN,INDIANAPOLIS,46220,8,510,802271150,5/19/2015,N,140600,IN,46220
39.877128,-86.116058,2731 E 66TH ST,INDIANAPOLIS,46220,8,510,802271150,,N,116900,IN,46220
39.876696,-86.103226,6528 N SHERMAN DR,INDIANAPOLIS,46220,8,510,801769162,,N,339500,IN,46220
39.879772,-86.115702,6737 N OXFORD ST,INDIANAPOLIS,46220,8,511,815077150,,N,105500,IN,46220
39.879531,-86.098334,6800 DEAN RD,INDIANAPOLIS,46220,8,511,815077150,6/13/2016,N,1239000,IN,46220
39.861117,-86.15545,101 E WESTFIELD BL,INDIANAPOLIS,46220,8,520,803275225,,N,333600,IN,46220
39.862637,-86.153762,208 KESSLER BLVD E DR,INDIANAPOLIS,46220,8,510,803275225,4/10/2015,N,455000,IN,46220
39.866334,-86.136395,6124 HAVERFORD AV,INDIANAPOLIS,46220,8,510,802178185,9/1/2015,N,241500,IN,46220
39.866575,-86.135234,6134 INDIANOLA AV,INDIANAPOLIS,46220,8,510,802178185,4/3/2017,N,188800,IN,46220
39.854143,-86.155527,48 E 56TH ST,INDIANAPOLIS,46220,8,510,812875165,7/19/2016,N,380800,IN,46220
39.853851,-86.144205,5540 CARROLLTON AV,INDIANAPOLIS,46220,8,510,812775225,,N,206500,IN,46220
39.847697,-86.153549,5226 N DELAWARE ST,INDIANAPOLIS,46220,8,510,802275235,6/9/2014,N,339900,IN,46220
39.876904,-86.141195,1011 RESERVE WA,INDIANAPOLIS,46220,8,550,824472153,12/4/2013,N,192200,IN,46220
39.868621,-86.131072,1657 BROAD RIPPLE AV,INDIANAPOLIS,46220,8,510,802181205,,N,164200,IN,46220
39.862929,-86.128192,5915 CRITTENDEN AV,INDIANAPOLIS,46220,8,510,841075215,,N,256500,IN,46220
39.860695,-86.144292,5850 CARROLLTON AV,INDIANAPOLIS,46220,8,510,803275225,9/17/2009,N,574000,IN,46220
39.862265,-86.13825,1216 KESSLER BLVD E DR,INDIANAPOLIS,46220,8,510,802174175,7/3/2013,N,359100,IN,46220
39.862265,-86.138009,1218 KESSLER BLVD E DR,INDIANAPOLIS,46220,8,500,802174175,12/10/2018,N,24300,IN,46220
39.856641,-86.093996,5664 BROWNSTONE DR,INDIANAPOLIS,46220,8,550,801972136,5/22/2018,N,154600,IN,46220
39.860852,-86.087755,5830 COMMON CI,INDIANAPOLIS,46220,8,510,818280115,,N,231500,IN,46220
39.860038,-86.088503,4808 COMMON VIEW CI,INDIANAPOLIS,46220,8,510,818280115,11/7/2018,N,178700,IN,46220
39.85571,-86.108198,3427 PERIWINKLE WA,INDIANAPOLIS,46220,8,510,818480100,,N,162400,IN,46220
39.853333,-86.133001,5507 PRIMROSE AV,INDIANAPOLIS,46220,8,510,802079190,12/9/2016,N,232300,IN,46220
39.852183,-86.132931,5421 PRIMROSE AV,INDIANAPOLIS,46220,8,510,802079190,3/8/2017,N,274200,IN,46220
39.861832,-86.095496,4450 KESSLER BLVD E DR,INDIANAPOLIS,46220,8,511,815577155,10/5/2017,N,520300,IN,46220
39.867536,-86.153707,6189 N DELAWARE ST,INDIANAPOLIS,46220,8,510,802488202,,N,174300,IN,46220
39.883249,-86.143305,736 E 71ST ST,INDIANAPOLIS,46220,8,510,801466165,2/29/2012,N,195700,IN,46220
39.855077,-86.091402,4701 E 56TH ST,INDIANAPOLIS,46220,8,510,801969116,11/7/2008,N,114000,IN,46220
39.853723,-86.091466,5434 N BOSART AV,INDIANAPOLIS,46220,8,510,801969116,10/11/2012,N,122000,IN,46220
39.857447,-86.082981,5130 BOARDWALK PL,INDIANAPOLIS,46220,4,550,471480168,,N,350400,IN,46220
39.85498,-86.137736,1155 E 56TH ST,INDIANAPOLIS,46220,8,510,812075165,,N,184700,IN,46220
39.855036,-86.099053,4005 E 56TH ST,INDIANAPOLIS,46220,8,511,817577175,3/28/2017,N,131100,IN,46220
39.864888,-86.148126,6040 BROADWAY ST,INDIANAPOLIS,46220,8,510,803675215,3/4/2015,N,203500,IN,46220
39.852099,-86.136113,5426 HAVERFORD AV,INDIANAPOLIS,46220,8,510,802071160,8/11/2011,N,164900,IN,46220
39.852636,-86.137313,5445 CRESTVIEW AV,INDIANAPOLIS,46220,8,510,802071160,3/28/2016,N,159500,IN,46220
39.877267,-86.104755,6610 SUNNY LN,INDIANAPOLIS,46220,8,510,801769162,,N,256200,IN,46220
39.880256,-86.08285,5123 E 69TH ST,INDIANAPOLIS,46220,8,510,801166130,,N,180100,IN,46220
39.880269,-86.08079,5226 E 69TH ST,INDIANAPOLIS,46220,8,510,801166130,6/29/2016,N,184700,IN,46220
39.853687,-86.094066,5513 GARDEN WALK DR,INDIANAPOLIS,46220,8,510,801980107,,N,57800,IN,46220
39.853362,-86.094341,4310 GREENWAY DR,INDIANAPOLIS,46220,8,510,801980107,,N,65100,IN,46220
39.877302,-86.108533,6542 N OLNEY ST,INDIANAPOLIS,46220,8,510,801765120,8/14/2009,N,276100,IN,46220
39.877334,-86.107187,6527 N EWING ST,INDIANAPOLIS,46220,8,510,801765120,,N,448300,IN,46220
39.854961,-86.131119,1727 E 56TH ST,INDIANAPOLIS,46220,8,550,806572165,8/27/2014,N,90900,IN,46220
39.854962,-86.131448,1737 E 56TH ST,INDIANAPOLIS,46220,8,550,806572165,3/7/2019,N,90900,IN,46220
39.880093,-86.138876,6845 SHORE ISLAND DR,INDIANAPOLIS,46220,8,550,802472147,7/31/2018,N,317300,IN,46220
39.860103,-86.089171,4728 COMMON VIEW CI,INDIANAPOLIS,46220,8,510,818280115,,N,164100,IN,46220
39.857023,-86.107011,5650 SPINDRIFT LN,INDIANAPOLIS,46220,8,510,818480100,,N,176600,IN,46220
39.875738,-86.146042,6575 N COLLEGE AV,INDIANAPOLIS,46220,8,447,8447303,,N,126000,IN,46220
39.857427,-86.108316,5711 PERIWINKLE LN,INDIANAPOLIS,46220,8,510,818380115,6/16/2009,N,148000,IN,46220
39.858221,-86.108209,5746 PERIWINKLE LN,INDIANAPOLIS,46220,8,510,818380115,,N,168600,IN,46220
39.855298,-86.137336,5604 CRESTVIEW AV,INDIANAPOLIS,46220,8,510,802174175,,N,266500,IN,46220
39.852049,-86.092785,5482 N DREXEL AV,INDIANAPOLIS,46220,8,510,801969116,,N,113500,IN,46220
39.852318,-86.092789,5493 N DREXEL AV,INDIANAPOLIS,46220,8,510,801969116,,N,102800,IN,46220
39.846835,-86.152952,1200 E 52ND ST,INDIANAPOLIS,46220,8,350,8350900,,N,500100,IN,46220
39.880225,-86.115869,6810 N OXFORD ST,INDIANAPOLIS,46220,8,510,802269135,7/5/2018,N,123500,IN,46220
39.880795,-86.11587,6834 N OXFORD ST,INDIANAPOLIS,46220,8,510,802269135,11/29/2017,N,135000,IN,46220
39.882005,-86.119397,7010 N TEMPLE AV,INDIANAPOLIS,46220,8,510,802274155,,N,138300,IN,46220
39.847596,-86.145769,5219 N COLLEGE AVE,INDIANAPOLIS,46220,8,550,832772100,11/21/2016,N,125700,IN,46220
39.865931,-86.115862,6104 N OXFORD ST,INDIANAPOLIS,46220,8,510,802166150,,N,222000,IN,46220
39.849515,-86.12852,5274 CRITTENDEN AV,INDIANAPOLIS,46220,8,510,802074170,11/16/2015,N,177700,IN,46220
39.873557,-86.105217,6420 N EWING ST,INDIANAPOLIS,46220,8,510,802274155,,N,579800,IN,46220
39.867808,-86.109848,6170 N TUXEDO ST,INDIANAPOLIS,46220,8,510,801871160,4/1/2016,N,190300,IN,46220
39.880978,-86.11732,6871 N RURAL ST,INDIANAPOLIS,46220,8,511,815077150,11/6/2009,N,139000,IN,46220
39.856426,-86.093996,5658 BROWNSTONE DR,INDIANAPOLIS,46220,8,550,801972136,11/3/2010,N,171800,IN,46220
39.880078,-86.118004,3330 E 68TH ST,INDIANAPOLIS,46220,8,510,801765120,1/18/2012,N,368300,IN,46220
39.849675,-86.145805,5321 N COLLEGE AV,INDIANAPOLIS,46220,8,510,842475194,10/5/2016,N,125600,IN,46220
39.875309,-86.071304,5648 ASHURST ST,INDIANAPOLIS,46220,8,510,801166130,,N,197600,IN,46220
39.879231,-86.127937,1919 E 68TH ST,INDIANAPOLIS,46220,8,500,802278190,,N,5500,IN,46220
39.873637,-86.09449,6369 ALLISONVILLE RD,INDIANAPOLIS,46220,8,511,801166130,,N,170400,IN,46220
39.872586,-86.092639,6370 MONITOR LN,INDIANAPOLIS,46220,8,510,801166130,,N,185700,IN,46220
39.874847,-86.115817,6489 N OXFORD ST,INDIANAPOLIS,46220,8,510,802270140,3/24/2017,N,153400,IN,46220
39.872548,-86.115788,6401 N OXFORD ST,INDIANAPOLIS,46220,8,510,802270140,8/30/2017,N,217000,IN,46220
39.874116,-86.089537,4811 E 64TH ST,INDIANAPOLIS,46220,8,511,801166130,,N,195000,IN,46220
39.864193,-86.117471,6000 N RURAL ST,INDIANAPOLIS,46220,8,422,8422307,,N,6235200,NC,46220
39.87424,-86.109279,6466 N TUXEDO ST,INDIANAPOLIS,46220,8,500,802274155,,N,4800,IN,46220
39.875647,-86.108579,6497 N TUXEDO ST,INDIANAPOLIS,46220,8,510,802274155,,N,243300,IN,46220
39.870589,-86.124452,6265 MAPLE DR,INDIANAPOLIS,46220,8,500,802274155,,N,9700,IN,46220
39.854262,-86.099315,5565 CHESTER LN,INDIANAPOLIS,46220,8,511,801971145,,N,160500,IN,46220
39.881197,-86.120334,2513 BUTTERFIELD DR,INDIANAPOLIS,46220,8,510,802274155,,N,151300,IN,46220
39.870865,-86.117432,6255 N RURAL ST,INDIANAPOLIS,46220,8,511,814077140,1/27/2016,N,157600,IN,46220
39.866949,-86.114247,6161 N PARKER AV,INDIANAPOLIS,46220,8,511,802165145,,N,215600,IN,46220
39.859535,-86.10631,5752 N EWING ST,INDIANAPOLIS,46220,8,500,801875135,,N,100,IN,46220
39.858726,-86.107042,5728 N EWING ST,INDIANAPOLIS,46220,8,510,801875135,6/14/2017,N,173400,IN,46220
39.883269,-86.104147,3716 E 71ST ST,INDIANAPOLIS,46220,8,510,801666145,9/18/2015,N,246200,IN,46220
39.850015,-86.095208,4227 WYANDOT DR,INDIANAPOLIS,46220,8,510,801966102,5/17/2010,N,159800,IN,46220
39.850269,-86.094223,5326 MOHICAN RD,INDIANAPOLIS,46220,8,510,801966102,4/10/2014,N,167200,IN,46220
39.851699,-86.095704,5407 SENECA DR,INDIANAPOLIS,46220,8,510,801966102,4/20/2018,N,130300,IN,46220
39.877065,-86.100604,6535 CHESTER E DR,INDIANAPOLIS,46220,8,510,801769162,,N,434600,IN,46220
39.862469,-86.144741,5905 CARROLLTON AV,INDIANAPOLIS,46220,8,511,822577225,8/15/2017,N,253600,IN,46220
39.883128,-86.153487,172 E 71ST ST,INDIANAPOLIS,46220,8,500,801466165,8/6/2018,N,1600,IN,46220
39.882948,-86.132615,7073 RIVERFRONT AV,INDIANAPOLIS,46220,8,510,802266120,11/12/2009,N,87100,IN,46220
39.866993,-86.141826,6141 WINTHROP AV,INDIANAPOLIS,46220,8,550,832592212,12/26/2014,N,279500,IN,46220
39.856642,-86.119734,2525 E 57TH ST,INDIANAPOLIS,46220,8,510,802171170,,N,132400,IN,46220
39.869143,-86.130624,6218 KINGSLEY DR,INDIANAPOLIS,46220,8,510,802178185,,N,171400,IN,46220
39.873533,-86.098535,6440 DEAN RD,INDIANAPOLIS,46220,8,510,801777200,,N,419900,IN,46220
39.875936,-86.096918,4115 E 65TH ST,INDIANAPOLIS,46220,8,510,801769162,10/26/2012,N,297200,KY,46220
39.87923,-86.127972,1918 E 68TH ST,INDIANAPOLIS,46220,8,510,802278190,12/9/2016,N,119000,IN,46220
39.847056,-86.149972,5202 CENTRAL AV,INDIANAPOLIS,46220,8,510,802275235,12/8/2015,N,433500,IN,46220
39.862305,-86.132331,1620 KESSLER BLVD E DR,INDIANAPOLIS,46220,8,510,802178185,7/27/2010,N,251400,IN,46220
39.868815,-86.141693,6201 WINTHROP AV,INDIANAPOLIS,46220,8,442,84426703,,N,1318800,IN,46220
39.868701,-86.114855,2908 E 62ND ST,INDIANAPOLIS,46220,8,510,802269135,,N,156700,MO,46220
39.871292,-86.113837,6312 N PARKER AV,INDIANAPOLIS,46220,8,510,802269135,5/31/2012,N,150400,IN,46220
39.853966,-86.092827,5549 N DREXEL AV,INDIANAPOLIS,46220,8,510,801969116,8/1/2012,N,121700,IN,46220
39.858143,-86.090935,4845 KESSLER BLVD E DR,INDIANAPOLIS,46220,8,511,801969116,6/13/2016,N,169400,IN,46220
39.850807,-86.154775,5410 N PENNSYLVANIA ST,INDIANAPOLIS,46220,8,510,862575290,10/1/2009,N,501300,IN,46220
39.875152,-86.11383,6484 N PARKER AV,INDIANAPOLIS,46220,8,510,802269135,3/20/2015,N,184000,IN,46220
39.874322,-86.113831,6471 N PARKER AV,INDIANAPOLIS,46220,8,510,802269135,,N,221700,IN,46220
39.87238,-86.113835,6347 N PARKER AV,INDIANAPOLIS,46220,8,510,802269135,,N,169700,IN,46220
39.850566,-86.091564,5280 E FALL CREEK PKWY N DR,INDIANAPOLIS,46220,8,510,801969116,2/20/2015,N,133200,IN,46220
39.865495,-86.104644,3630 E 61ST ST,INDIANAPOLIS,46220,8,510,801871160,,N,209800,IN,46220
39.871973,-86.076188,6330 BRIXTON LN,INDIANAPOLIS,46220,8,510,801166130,5/4/2016,N,260900,IN,46220
39.869809,-86.076317,5408 CRANLEY CI,INDIANAPOLIS,46220,8,510,801166130,1/6/2017,N,358000,IN,46220
39.85821,-86.11888,2619 E 58TH ST,INDIANAPOLIS,46220,8,510,802171170,6/13/2016,N,162100,IN,46220
39.862825,-86.141109,5916 BIRCHWOOD AV,INDIANAPOLIS,46220,8,510,803775205,,N,146200,IN,46220
39.861097,-86.132893,5861 PRIMROSE AV,INDIANAPOLIS,46220,8,510,802182100,,N,174600,IN,46220
39.853838,-86.114654,2929 E 55TH PL,INDIANAPOLIS,46220,8,820,8031000,,N,34000,IN,46220
39.881725,-86.131802,6952 RALSTON AV,INDIANAPOLIS,46220,8,510,802266120,6/7/2010,N,142300,IN,46220
39.866391,-86.128214,6130 CRITTENDEN AV,INDIANAPOLIS,46220,8,510,802181205,8/3/2015,N,195100,IN,46220
39.858637,-86.145937,5750 N COLLEGE AV,INDIANAPOLIS,46220,8,510,803275225,,N,302700,IN,46220
39.852834,-86.145849,5504 N COLLEGE AV,INDIANAPOLIS,46220,8,520,803075210,,N,377200,IN,46220
39.866899,-86.1364,6145 HAVERFORD AV,INDIANAPOLIS,46220,8,510,802178185,10/1/2012,N,267800,IN,46220
39.852288,-86.145841,5442 N COLLEGE AV,INDIANAPOLIS,46220,8,510,803075210,10/26/2017,N,243600,IN,46220
39.859102,-86.143296,5760 GUILFORD AV,INDIANAPOLIS,46220,8,510,803275225,7/27/2015,N,425300,IN,46220
39.851106,-86.143752,5409 CARROLLTON AV,INDIANAPOLIS,46220,8,510,812775225,,N,259200,IN,46220
39.85301,-86.090102,5415 WALLACE AV,INDIANAPOLIS,46220,8,510,801969116,1/8/2013,N,115900,IN,46220
39.853161,-86.091456,5417 N BOSART AV,INDIANAPOLIS,46220,8,510,801969116,,N,105400,IN,46220
39.859985,-86.150218,5808 CENTRAL AV,INDIANAPOLIS,46220,8,510,803275225,7/8/2016,N,308300,IN,46220
39.873517,-86.107416,6438 N OLNEY ST,INDIANAPOLIS,46220,8,510,802274155,,N,385800,IN,46220
39.871771,-86.107414,6281 N OLNEY ST,INDIANAPOLIS,46220,8,500,802274155,,N,64300,IN,46220
39.872849,-86.107415,6419 N OLNEY ST,INDIANAPOLIS,46220,8,510,802274155,,N,266200,IN,46220
39.848208,-86.106569,3611 DELMAR RD,INDIANAPOLIS,46220,8,510,801965093,,N,150600,IN,46220
39.848224,-86.109149,3511 DELMAR RD,INDIANAPOLIS,46220,8,510,801965093,9/18/2018,N,216700,IN,46220
39.882461,-86.138404,7013 WESTFIELD BL,INDIANAPOLIS,46220,8,511,802376225,,N,168700,IN,46220
39.882211,-86.144384,717 E 70TH PL,INDIANAPOLIS,46220,8,511,819077190,,N,295200,IN,46220
39.875905,-86.088099,4996 E 65TH ST,INDIANAPOLIS,46220,8,500,801166130,4/7/2017,N,49500,IN,46220
39.878949,-86.08809,6800 N RILEY AV,INDIANAPOLIS,46220,8,510,801166130,,N,217700,IN,46220
39.878027,-86.086334,5039 E 67TH ST,INDIANAPOLIS,46220,8,510,801166130,,N,208000,IN,46220
39.873703,-86.073356,6426 KNYGHTON RD,INDIANAPOLIS,46220,8,510,801166130,3/17/2016,N,256300,IN,46220
39.877371,-86.110733,6606 N OAKLAND AV,INDIANAPOLIS,46220,8,510,801765120,3/26/2013,N,267000,IN,46220
39.853365,-86.11436,5475 SHOREWOOD DR,INDIANAPOLIS,46220,8,510,802069145,8/20/2012,N,390700,IN,46220
39.883264,-86.103473,3743 E 71ST ST,INDIANAPOLIS,46220,8,511,815077150,1/11/2011,N,349900,IN,46220
39.880869,-86.106684,3526 DELAWARE CMNS N DR,INDIANAPOLIS,46220,8,510,801766150,,N,476600,IN,46220
39.881284,-86.104077,3704 DELAWARE CMNS N DR,INDIANAPOLIS,46220,8,510,801766150,,N,540600,IN,46220
39.869414,-86.129442,6252 NORWALDO AV,INDIANAPOLIS,46220,8,510,802178185,5/13/2009,N,187100,IN,46220
39.883253,-86.137062,1234 E 71ST ST,INDIANAPOLIS,46220,8,500,802371175,10/17/2017,N,24800,IN,46220
39.869777,-86.098545,6208 DEAN RD,INDIANAPOLIS,46220,8,511,815077150,,N,197600,IN,46220
39.860962,-86.132891,5857 PRIMROSE AV,INDIANAPOLIS,46220,8,510,802178185,11/14/2018,N,262200,IN,46220
39.867298,-86.097639,6132 ALLISONVILLE RD,INDIANAPOLIS,46220,8,442,8442304,,N,267500,IN,46220
39.883115,-86.15404,160 E 71ST ST,INDIANAPOLIS,46220,8,510,801466165,,N,616000,IN,46220
39.855909,-86.128067,5626 CRITTENDEN AV,INDIANAPOLIS,46220,8,510,802178185,9/13/2016,N,188100,IN,46220
39.856616,-86.129311,5675 NORWALDO AV,INDIANAPOLIS,46220,8,510,802166150,9/18/2018,N,161800,IN,46220
39.859069,-86.129303,5807 NORWALDO AV,INDIANAPOLIS,46220,8,500,802178185,7/26/2018,N,26500,IN,46220
39.875616,-86.147683,6487 BROADWAY ST,INDIANAPOLIS,46220,8,510,802488202,9/2/2015,N,164400,IN,46220
39.863852,-86.147359,611 E 60TH ST,INDIANAPOLIS,46220,8,510,803675215,,N,192300,IN,46220
39.861105,-86.131823,5870 RALSTON AV,INDIANAPOLIS,46220,8,510,802178185,,N,215900,IN,46220
39.861352,-86.134025,5869 ROSSLYN AV,INDIANAPOLIS,46220,8,510,802178185,3/1/2019,N,174300,IN,46220
39.856956,-86.135366,1313 E 57TH ST,INDIANAPOLIS,46220,8,510,802178185,3/30/2016,N,182300,IN,46220
39.861354,-86.122287,5872 N KEYSTONE AV,INDIANAPOLIS,46220,8,510,802171170,,N,143900,IN,46220
39.858118,-86.122215,5760 N KEYSTONE AV,INDIANAPOLIS,46220,8,510,802171170,12/13/2018,N,177500,IN,46220
39.854994,-86.123857,2216 E 56TH ST,INDIANAPOLIS,46220,8,510,802171170,,N,151600,IN,46220
39.857565,-86.124537,5731 HILLSIDE AV,INDIANAPOLIS,46220,8,510,802171170,9/24/2015,N,136900,IN,46220
39.857849,-86.12454,5740 HILLSIDE AV,INDIANAPOLIS,46220,8,510,802171170,8/13/2015,N,145300,IN,46220
39.855549,-86.124514,5616 HILLSIDE AV,INDIANAPOLIS,46220,8,510,802171170,,N,146700,IN,46220
39.857844,-86.136219,5724 HAVERFORD AV,INDIANAPOLIS,46220,8,510,802178185,,N,180800,IN,46220
39.859704,-86.099722,5740 ROLLING RIDGE RD,INDIANAPOLIS,46220,8,510,801878185,3/19/2015,N,195900,IN,46220
39.827148,-86.145058,3908 N COLLEGE AV,INDIANAPOLIS,46220,8,520,800769125,4/27/2016,N,89100,IN,46220
39.868206,-86.152055,6207 N WASHINGTON BL,INDIANAPOLIS,46220,8,510,802488202,9/4/2015,N,219600,IN,46220
39.855188,-86.142847,5634 GUILFORD AV,INDIANAPOLIS,46220,8,510,812775225,9/7/2018,N,208000,IN,46220
39.865626,-86.134071,6101 ROSSLYN AV,INDIANAPOLIS,46220,8,510,802178185,,N,132900,IN,46220
39.866425,-86.134075,6132 ROSSLYN AV,INDIANAPOLIS,46220,8,510,802178185,3/16/2015,N,175800,IN,46220
39.883223,-86.097289,4110 E 71ST ST,INDIANAPOLIS,46220,8,511,817077170,,N,335600,IN,46220
